# OpenSignals Text File Format. Version 1
# {"00:07:80:8C:AD:D6": {"position": 0, "device": "biosignalsplux", "device name": "ECG", "device connection": "BTH00:07:80:8C:AD:D6", "sampling rate": 1000, "resolution": [16], "firmware version": 776, "comments": "avani", "keywords": "", "mode": 0, "sync interval": 2, "date": "2024-2-28", "time": "14:50:24.346", "channels": [1], "sensor": ["BVP"], "label": ["CH1"], "column": ["nSeq", "DI", "CH1"], "special": [{"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}], "digital IO": [0, 1], "sleeve color": ["dark_blue"]}}
# EndOfHeader
0	0	28487	
1	0	28468	
2	0	28356	
3	0	28325	
4	0	28297	
5	0	28200	
6	0	28104	
7	0	27968	
8	0	27802	
9	0	27724	
10	0	27596	
11	0	27448	
12	0	27421	
13	0	27221	
14	0	27157	
15	0	27020	
16	0	26908	
17	0	26880	
18	0	26770	
19	0	26681	
20	0	26628	
21	0	26601	
22	0	26457	
23	0	26384	
24	0	26304	
25	0	26202	
26	0	26184	
27	0	25998	
28	0	25870	
29	0	25784	
30	0	25592	
31	0	25492	
32	0	25334	
33	0	25264	
34	0	25172	
35	0	25098	
36	0	24929	
37	0	24872	
38	0	24764	
39	0	24692	
40	0	24622	
41	0	24584	
42	0	24572	
43	0	24492	
44	0	24381	
45	0	24248	
46	0	24154	
47	0	24040	
48	0	23873	
49	0	23744	
50	0	23584	
51	0	23456	
52	0	23328	
53	0	23208	
54	0	23170	
55	0	23061	
56	0	22944	
57	0	22884	
58	0	22828	
59	0	22704	
60	0	22648	
61	0	22644	
62	0	22593	
63	0	22498	
64	0	22464	
65	0	22356	
66	0	22236	
67	0	22118	
68	0	21985	
69	0	21868	
70	0	21719	
71	0	21608	
72	0	21520	
73	0	21459	
74	0	21350	
75	0	21341	
76	0	21180	
77	0	21115	
78	0	21072	
79	0	20920	
80	0	20836	
81	0	20776	
82	0	20757	
83	0	20644	
84	0	20554	
85	0	20480	
86	0	20349	
87	0	20223	
88	0	20101	
89	0	20026	
90	0	19870	
91	0	19732	
92	0	19670	
93	0	19633	
94	0	19490	
95	0	19351	
96	0	19244	
97	0	19196	
98	0	19141	
99	0	18996	
100	0	18957	
101	0	18881	
102	0	18796	
103	0	18729	
104	0	18664	
105	0	18554	
106	0	18481	
107	0	18320	
108	0	18197	
109	0	18104	
110	0	17888	
111	0	17806	
112	0	17660	
113	0	17560	
114	0	17505	
115	0	17386	
116	0	17302	
117	0	17256	
118	0	17178	
119	0	17096	
120	0	17018	
121	0	16965	
122	0	16880	
123	0	16804	
124	0	16713	
125	0	16589	
126	0	16584	
127	0	16401	
128	0	16275	
129	0	16179	
130	0	16028	
131	0	15920	
132	0	15849	
133	0	15692	
134	0	15674	
135	0	15568	
136	0	15418	
137	0	15372	
138	0	15329	
139	0	15236	
140	0	15208	
141	0	15189	
142	0	15160	
143	0	15073	
144	0	15004	
145	0	14921	
146	0	14817	
147	0	14661	
148	0	14600	
149	0	14528	
150	0	14450	
151	0	14304	
152	0	14217	
153	0	14188	
154	0	14057	
155	0	13994	
156	0	13966	
157	0	13908	
158	0	13874	
159	0	13792	
160	0	13799	
161	0	13790	
162	0	13749	
163	0	13712	
164	0	13732	
165	0	13689	
166	0	13568	
167	0	13534	
168	0	13406	
169	0	13357	
170	0	13276	
171	0	13221	
172	0	13168	
173	0	13161	
174	0	13089	
175	0	13096	
176	0	13093	
177	0	13064	
178	0	13032	
179	0	13028	
180	0	13042	
181	0	13037	
182	0	13027	
183	0	12940	
184	0	12986	
185	0	12912	
186	0	12819	
187	0	12793	
188	0	12747	
189	0	12685	
190	0	12579	
191	0	12512	
192	0	12476	
193	0	12446	
194	0	12354	
195	0	12364	
196	0	12293	
197	0	12294	
198	0	12307	
199	0	12236	
200	0	12254	
201	0	12239	
202	0	12288	
203	0	12272	
204	0	12260	
205	0	12277	
206	0	12225	
207	0	12140	
208	0	12026	
209	0	11986	
210	0	11933	
211	0	11902	
212	0	11826	
213	0	11826	
214	0	11802	
215	0	11746	
216	0	11690	
217	0	11733	
218	0	11716	
219	0	11706	
220	0	11701	
221	0	11717	
222	0	11729	
223	0	11754	
224	0	11769	
225	0	11775	
226	0	11699	
227	0	11645	
228	0	11588	
229	0	11558	
230	0	11518	
231	0	11464	
232	0	11472	
233	0	11439	
234	0	11432	
235	0	11392	
236	0	11440	
237	0	11388	
238	0	11384	
239	0	11381	
240	0	11375	
241	0	11489	
242	0	11455	
243	0	11517	
244	0	11559	
245	0	11493	
246	0	11428	
247	0	11444	
248	0	11422	
249	0	11421	
250	0	11426	
251	0	11369	
252	0	11482	
253	0	11513	
254	0	11598	
255	0	11664	
256	0	11808	
257	0	11914	
258	0	12053	
259	0	12225	
260	0	12460	
261	0	12710	
262	0	12980	
263	0	13316	
264	0	13608	
265	0	13932	
266	0	14268	
267	0	14624	
268	0	15020	
269	0	15472	
270	0	15861	
271	0	16360	
272	0	16864	
273	0	17377	
274	0	17958	
275	0	18540	
276	0	19143	
277	0	19760	
278	0	20404	
279	0	21047	
280	0	21687	
281	0	22400	
282	0	23090	
283	0	23789	
284	0	24447	
285	0	25137	
286	0	25800	
287	0	26432	
288	0	27036	
289	0	27688	
290	0	28324	
291	0	28976	
292	0	29600	
293	0	30284	
294	0	30976	
295	0	31617	
296	0	32228	
297	0	32852	
298	0	33452	
299	0	34076	
300	0	34660	
301	0	35228	
302	0	35832	
303	0	36398	
304	0	36938	
